title
Java开发工程师	深圳兆日科技股份有限公司	西安-高新技术产业开发区	
Java中级开发工程师	广州华喜信息科技有限公司	广州-天河区	
Java开发工程师	广州沐谷网络科技有限公司	广州-天河区	
java中级软件工程师	南京瑞玥科技有限公司	南通-崇川区	
Java开发工程师	浙江嗨便利网络科技有限公司	杭州-西湖区	
JAVA后端开发（五险一金/双休）	深圳市正品之源电子有限公司	深圳-宝安区	
软件开发工程师(Java)	厦门路桥信息股份有限公司	厦门-集美区	
Java开发工程师	福建省智软科技有限公司	莆田	
Java开发工程师	深圳市金畅进出口有限公司	深圳-龙岗区	
Java开发工程师	广州深声科技有限公司	广州-天河区	
Java开发工程师	江苏泰治科技股份有限公司	南京-雨花台区	
JAVA工程师	无锡德望科荣科技系统有限公司	无锡-滨湖区	
Java开发工程师	芜湖美悦酒店投资管理股份有限公司	合肥-庐阳区	
JAVA软件工程师	惠州颐讯信息技术有限公司	惠州	
JAVA高级&资深开发工程师	上海行迪医院管理咨询有限公司	宁波-鄞州区	
Java系统开发工程师	浙江华圣达拉链科技有限公司	嘉兴-嘉善县	
Java开发工程师	湖北小熊图书文化传媒有限公司	武汉-黄陂区	
Java开发工程师实习生	深圳市中诺思科技股份有限公司	深圳-南山区	
Java开发工程师	上海龙智数码科技股份有限公司	广州-番禺区	
全栈工程师（WEB前端+JAVA）	云智汇（武汉）科技服务有限公司	武汉-东湖新技术产业开发区	
Java开发工程师	江苏卓越计算机系统有限公司	南京-秦淮区	
Java中高级开发工程师	广东铭太信息科技有限公司	广州	
JAVA初级软件开发	上海软中信息技术有限公司	上海-徐汇区	
Java开发工程师	常州大数据有限公司	常州-钟楼区	
Java开发工程师（五险一金+双休）	合肥中科志远人工智能技术有限公司	合肥-高新区	
Java工程师(物联网)	深圳市同鑫科技有限公司	深圳-福田区	
Java软件工程师可实习	南京迅瑞铭旭网络科技有限公司	南京-玄武区	
初中级java	广州卓明信息技术有限公司	广州-天河区	
Java开发工程师(双休/五险一金等）	江苏多卖软件有限公司	常州	
JAVA开发工程师（无人机控制系统）	华南高等研究院（佛山）	佛山	
Java架构师	上铁互联信息技术江苏有限公司	上海-静安区	
Java高级开发工程师（三级国企）	广州市埃特斯通讯设备有限公司	广州-黄埔区	
Java开发工程师	理士国际技术有限公司	肇庆	
java软件工程师	北京信城通数码科技有限公司武汉分公司	武汉-洪山区	
Java高级开发工程师	广州劲源科技发展股份有限公司	广州	
Java开发工程师	广州市玄武无线科技股份有限公司	广州-海珠区	
后端开发工程师(.net/Java/C#)	中华商务贸易公司	广州-荔湾区	
Java高级开发工程师	江苏敏行信息技术有限公司	南京-雨花台区	
Java开发工程师	西安明月华炎信息科技有限公司	重庆-渝北区	
Java高级开发工程师	江苏新智合电力技术有限公司	无锡	
java开发工程师-PD1	中通服软件科技有限公司	长沙-芙蓉区	
Java工程师（武汉）10000-18000/月薪	武汉天喻教育科技有限公司	武汉-江夏区	
Java高级开发工程师	北京量子伟业信息技术股份有限公司	南京-鼓楼区	
Java及Web开发工程师	广东东道信息科技有限公司	佛山-南海区	
Java架构师	上海聚龄信息技术有限公司	武汉	
Java开发工程师	乐山川天燃气输配设备有限公司	成都-高新区	
JAVA开发工程师	成都聚龄云仓信息技术有限公司	重庆-江北区	
高级软件工程师（Java ）	力信通信息科技（苏州）有限公司	苏州-工业园区	
Java开发工程师	麦田能源有限公司	无锡-无锡新区	
Java开发工程师	双杰电气合肥有限公司	合肥-长丰县	
Java开发工程师	合肥万像建设工程技术有限责任公司	合肥-经开区	
Java开发工程师	桂林光隆科技集团股份有限公司	桂林	
高级JAVA开发工程师	上海新晨信息集成系统有限公司	深圳-福田区	
Java开发工程师	天津鑫海宇宏科技发展有限公司	天津-河西区	
Java中高级开发工程师（双休，高薪直聘）	广州昆仑科技有限公司	广州-越秀区	
Java开发工程师	广州御翔科技有限公司	广州-黄埔区	
Java高级开发工程师	南京横渡医疗技术有限公司	南京-建邺区	
Java开发工程师	和稷（上海）工业控制系统有限公司	苏州-吴江区	
Java中级开发工程师-产品2021	深圳市智莱科技股份有限公司	武汉	
Java后端开发工程师	广州泰创信息技术有限公司	珠海-香洲区	
Java开发工程师	武汉博晟安全技术股份有限公司	武汉	
MES工程师（JAVA）	欣旺达智能硬件有限公司	惠州	
JAVA开发工程师	上海碧蔓智能科技有限公司	上海-闵行区	
Java高级开发工程师	上海轶萌电子科技有限公司	上海-浦东新区	
Java开发工程师	上海佳应科技有限公司	上海-黄浦区	
Java开发工程师（每周2天）	上海犇犸科技有限公司	上海-闵行区	
Java开发工程师	振利软件科技（上海）有限公司	北京-丰台区	
服务器主程/游戏java开发	上海蓝山办公软件有限公司	上海-浦东新区	
Java中级开发工程师	上海媛福达贸易有限公司	上海-静安区	
Java开发工程师（跨境支付）	上海浪通信息技术有限公司	上海-闵行区	
JAVA后端开发工程师	上海茂碧信息科技有限公司	上海	
Java资深开发工程师	上海骑滴智能科技有限公司	无锡	
Java资深开发工程师	上海东尚信息科技股份有限公司	上海-松江区	
Java技术经理	上海宝旗信息科技有限公司	上海-浦东新区	
Java开发工程师	上海执讯智能科技有限公司	上海-徐汇区	
Java开发工程师（高级/资深）	谷斗科技（上海）有限公司	上海-宝山区	
Java开发工程师	上海屹恒信息科技有限公司	上海	
Java开发工程师	上海威擎信息科技有限公司	天津-和平区	
Java软件工程师	上海盖讯信息技术有限公司	南京	
Java开发工程师	上海跃天电子科技有限公司	上海-杨浦区	
Java中级开发工程师	上海弘巽信息科技有限公司	上海-黄浦区	
Java开发工程师	上海飞田通信股份有限公司	上海	
Java开发工程师	斯微达信息技术（上海）有限公司	上海-静安区	
Java开发工程师	君岭健康管理咨询（上海）有限公司	广州-海珠区	
Java高级开发工程师	盎锐（上海）信息科技有限公司	上海	
Java中级开发工程师	上海双麦信息技术有限公司	上海-宝山区	
JAVA开发实施工程师	上海顿飞信息科技有限公司	武汉-东湖新技术产业开发区	
Java开发工程师	辽宁广烁科技有限公司	大连-中山区	
Java开发工程师	北京四海盈科信息技术有限公司	北京-海淀区	
中高级JAVA开发工程师	上海梦创双杨数据科技股份有限公司	郑州	
Java后端开发工程师	惠州市林森科技有限公司	惠州-惠城区	
Java开发工程师	广州阅亦思科技有限公司	广州-越秀区	
软件开发工程师（java）	昆仑数智科技有限责任公司	保定	
Java开发工程师	深圳市网新新思软件有限公司	成都-锦江区	
Java高级开发工程师	启元实验室	深圳-盐田区	
Java开发工程师(营销系统方向)	广州致远电子有限公司	广州-天河区	
中级java开发工程师	中大检测（湖南）股份有限公司	长沙-宁乡市	
Java开发工程师	深圳中科闻歌科技有限公司	深圳-龙华区	
Java开发工程师--南山	信必优(深圳)信息技术有限公司	深圳-南山区	
Java开发工程师+双休+10K	合肥讯宇科技有限公司	长沙-开福区	
Java后端	东方众通科技发展集团有限公司南京分公司	南京-鼓楼区	
Java开发专家	酷家乐	杭州-拱墅区	
Java软件工程师（泉州）	南威软件股份有限公司	泉州	
高级Java开发工程师	武汉格蓝若智能技术有限公司	武汉-东湖新技术产业开发区	
Java技术专家	湖南兴盛优选电子商务有限公司	长沙	
Java开发工程师	源讯信息技术（中国）有限公司	北京-朝阳区	
java （停车场云平台）	四川吉联科技有限公司	成都	
Java开发工程师	浙江蓝色数字技术有限公司	北京-朝阳区	
Java 高级工程师（云服务）	上海商泰汽车信息系统有限公司	上海-黄浦区	
Java开发工程师	索菲亚家居 - 司米橱柜	广州-增城区	
Java开发工程师	上海机颖智能科技有限公司	杭州-滨江区	
Java开发工程师	卓望数码技术（深圳）有限公司	南京-建邺区	
java开发工程师 (MJ000040)	搜款网VVIC	广州-天河区	
Java开发工程师	河北阿米久网络技术有限公司	沧州	
Java中高级开发工程师	武汉华信云创技术服务有限公司	武汉-江夏区	
高级java开发工程师(J14686)	奇瑞汽车股份有限公司	南京	
Java Technology Lead	利优科技资讯服务（深圳）有限公司	北京	
JAVA软件工程师	安徽安实信息技术有限公司	合肥-蜀山区	
Java开发工程师	普元软件有限公司	广州-黄埔区	
Java开发工程师	北京爱国小男孩科技有限公司	北京-朝阳区	
Java中级开发工程师	湖南天心供应链有限公司	长沙-天心区	
中高级JAVA软件工程师	北京迪博风控技术有限公司	北京	
Java开发工程师	广州中佑信息科技有限公司	深圳-福田区	
Java架构师	深圳至简天成科技有限公司	深圳-南山区	
Java开发工程师	鱼鳞图信息技术股份有限公司	成都-金牛区	
Java开发工程师（物联网）	湖南铭记今泽科技有限公司	长沙	
Java开发工程师	广州极天信息技术股份有限公司	广州-海珠区	
Java开发工程师	大连创弘科技有限公司	大连-甘井子区	
Java高级开发工程师	深圳惠天时代科技有限公司	东莞-东城区	
Java开发工程师	北京木丁商品信息中心	北京-海淀区	
Java高级开发工程师	武汉风衢科技有限公司	武汉-江岸区	
Java开发实习生	成都速赛思科技有限公司	成都-成华区	
Java开发工程师	南京信晨汇信息技术有限公司	南京-雨花台区	
Java软件工程师	湖南北斗微芯产业发展有限公司	长沙	
Java开发工程师	科大讯飞华南有限公司	广州-南沙区	
Java开发工程师	四川久远银海软件股份有限公司	成都-锦江区	
Java开发工程师 (MJ000754)	深圳市和讯华谷信息技术有限公司	深圳-南山区	
资深JAVA工程师	SHEIN	广州-番禺区	
java软件工程师	东华软件股份公司	深圳	
JAVA 后台开发工程师	深圳市纳晶云科技有限公司	深圳-南山区	
Java开发工程师	上海至盛信息技术股份有限公司	杭州-余杭区	
后端java工程师	广东元海集团有限公司	佛山-禅城区	
Java软件开发工程师(J11010)	珠海世纪鼎利科技股份有限公司	珠海	
初中级Java开发工程师	中国软件与技术服务股份有限公司	成都-高新区	
Java开发工程师	用友网络科技股份有限公司苏州分公司	苏州	
Java开发工程师	北京科码先锋互联网技术股份有限公司武汉分公司	武汉-洪山区	
急招甲方双休15-22K Java开发	上海马帮科技有限公司	上海-闵行区	
Java开发工程师	上海全晓信息技术有限公司	上海-长宁区	
中级Java开发工程师	北京世纪高通科技有限公司	广州-天河区	
java 架构师	北京欧倍尔软件技术开发有限公司山东分公司	济南-市中区	
Java服务器开发工程师	上海复亚智能科技有限公司	上海-杨浦区	
Java中级开发工程师	淳石资产管理（宁波）有限公司	上海-杨浦区	
JAVA软件开发工程师	昆明领飞科技有限公司	昆明	
Java开发工程师	纬创软件（武汉）有限公司	广州-海珠区	
Java初级开发工程师	上海翔盛悦信息技术有限公司	上海-浦东新区	
Java开发工程师	深圳万科祥盈管理服务有限公司上海分公司	杭州-滨江区	
Java开发工程师	杭州书微信息科技有限公司	济南-历下区	
Java高级开发工程师	深圳天源迪科信息技术股份有限公司	广州-天河区	
JAVA开发工程师-宁波银行项目 (MJ000420)	深圳市赢时胜信息技术股份有限公司长沙分公司	宁波-江北区	
Java开发工程师	发小科技（深圳）有限公司	深圳-南山区	
Java开发工程师	苏州方正璞华信息技术有限公司	保定	
Java开发中高级工程师	海能达通信股份有限公司	成都-青羊区	
Java工程师(J10182)	上海派智能源有限公司	上海-奉贤区	
java高级开发工程师	淘礼礼贸易（深圳）有限公司	深圳-南山区	
Java开发经理	浙江杉工智能科技有限公司	宁波-海曙区	
初中级Java开发工程师	福建万芯科技有限公司	福州-鼓楼区	
Java中级开发工程师	苏州良医汇网络科技有限公司	苏州-工业园区	
Java开发工程师	重庆跃医通科技有限公司	重庆-九龙坡区	
Java软件开发工程师	重庆均略科技有限公司	重庆-渝北区	
Java开发工程师	华信永益（北京）信息技术有限公司	北京-大兴区	
Java软件工程师（乌鲁木齐）	郑州星穹智能科技有限公司	乌鲁木齐	
Java开发	北京腾信软创科技股份有限公司	深圳-龙岗区	
初中高级java开发工程师（小微指数项目）(002063)	高伟达软件股份有限公司	北京-丰台区	
中高级JAVA开发工程师	宁波聚联科技有限公司	宁波-镇海区	
Java开发工程师	昂顿科技（上海）有限公司	上海-金山区	
Java中级开发工程师（科创）	上海金榜智能科技有限公司	上海-长宁区	
Java开发工程师（高新）银行项目	京北方信息技术股份有限公司	西安	
Java高级开发工程师	江西鑫百吉网络科技有限公司	南昌-红谷滩新区	
Java开发工程师	安徽百得思维信息科技有限公司	合肥-高新区	
java高级开发工程师	上海申石软件有限公司南京分公司	北京-顺义区	
JAVA中高级开发工程师	南京星原云科技有限公司	佛山	
Java开发工程师	广东星唯信息技术有限公司	广州-黄埔区	
JAVA高级开发新能源汽车项目（可落户上海）	上海创通智安信息技术有限公司	上海-浦东新区	
Java工程师	吉祥科创（深圳）有限公司	深圳-福田区	
Java高级开发工程师	广州知识链网络科技有限公司	广州-天河区	
Java开发工程师	福建库易信息科技有限责任公司	福州-鼓楼区	
Java开发工程师	江苏睿希信息科技有限公司	南京	
中级Java开发	南京欣网互联网络科技有限公司	昆明-官渡区	
Java开发主管	江苏美润云汽车服务股份有限公司	南京-玄武区	
Java开发工程师-南昌	泰思通软件（上海）有限公司 TideStone Software (Shanghai) Corp., Ltd.	南昌-青山湖区	
Java高级开发工程师	江苏常居房地产营销策划有限公司	常州-新北区	
Java开发工程师	无锡智汇交通科技有限公司	无锡-滨湖区	
java高级开发（10-16K 需电商背景）	武汉意特信息科技有限公司	武汉-武昌区	
Java开发工程师	浙江果链科技有限公司	杭州-余杭区	
JAVA开发工程师	鑫爵贸易（上海）有限公司	上海-长宁区	
Java开发工程师（成都）	四川联坤信息工程有限公司	成都-高新区	
Java开发工程师	四川奥凸水处理系统工程有限公司	成都-成华区	
java工程师	上海敏锐信息科技有限公司	上海	
Java开发工程师	南京复创大数据产业发展有限公司	南京-江宁区	
Java开发工程师	北京超图软件股份有限公司	武汉	
Java开发工程师	河北仁可科技有限公司	石家庄-桥西区	
Java开发工程师	上海奇技电脑技术有限公司	上海-徐汇区	
Java开发工程师	上海管会教育培训有限公司	上海-徐汇区	
JAVA	江苏小拉科技有限公司	上海	
Java开发工程师	安徽万物数联科技有限公司	合肥	
JAVA开发实习生	杭州联图科技有限公司	杭州-滨江区	
Java开发工程师	深圳市深软互联信息技术有限公司	东莞-东城区	
Java开发工程师	华谋咨询技术（深圳）有限公司	深圳-龙华区	
高级Java开发工程师	上海威高普利医疗科技有限公司	上海-闵行区	
JAVA（合肥）	合肥创旻信息科技有限公司	合肥	
Java开发工程师	精友国际信息科技（北京）有限公司	青岛-崂山区	
Java开发工程师（云技术分公司）	浙江省公众信息产业有限公司	杭州-滨江区	
券商IT部-Java开发岗	深圳市德信睿扬信息咨询有限公司	北京-西城区	
JAVA开发工程师	壹沓科技（上海）有限公司	上海	
JAVA数据库开发工程师	上海蓝迪数码科技有限公司	上海	
JAVA研发工程师	上海通办信息服务有限公司	上海	
Java工程师	上海聚水潭网络科技有限公司	上海	
